row_index,unitid,source,raw_title,title_kind,is_program_title,bucket,canonical_title,program_conf,program_conf_reason
87,162584,crawl,African American Studies Minor Degree Type: Bachelor's,other_nonprogram,0,black,African American Studies Minor Degree Type: Bachelor's,10,strong_token|bucket_match:black|admin_marker
87,162584,crawl,Read more about the minor in African American Studies,junk,0,black,Read more about the minor in African American Studies,70,strong_token|bucket_match:black
89,131469,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
92,139940,crawl,"Africana Studies, B.A.",program,1,africana,"Africana Studies, B.A.",70,degree_token|anchor_phrase|bucket_match:africana
92,139940,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
92,139940,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
93,212674,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
93,212674,crawl,"Africana Studies - Major, Minor",program,1,africana,Africana Studies - Major,90,strong_token|anchor_phrase|bucket_match:africana
93,212674,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
94,162654,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
94,162654,crawl,Africana Studies Learn More,junk,0,africana,Africana Studies Learn More,30,anchor_phrase|bucket_match:africana
95,170082,crawl,Africana Studies Minor,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
96,198613,crawl,African and African American Studies Department,department_unit,0,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
96,198613,crawl,African and African American Studies Department News and Events,junk,0,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
96,198613,crawl,Bachelor of Arts in African and African American Studies:,program,1,black,African and African American Studies,100,degree_phrase|anchor_phrase|compound_anchor|bucket_match:black
96,198613,crawl,Black Student Union (BSU) MLK Jr Program Black History Month,junk,0,,,60,strong_token
96,198613,crawl,Minor in African and African American Studies:,program,1,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
96,198613,crawl,Visit the African and African American Studies Department,junk,0,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
97,191515,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
97,191515,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
99,166027,crawl,Africa Research Center,center_institute,0,african,Africa Research Center,10,bucket_match:african
99,166027,crawl,African and African American Studies,program,1,black,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
99,166027,crawl,"Association of Black Faculty, Administrators, and Fellows",junk,0,,,0,
99,166027,crawl,"Center for Race, Inequality and Social Equity Studies (CRISES)",center_institute,0,race,"Center for Race, Inequality and Social Equity Studies",10,bucket_match:race
99,166027,crawl,Charles Hamilton Houston Institute for Race and Justice,center_institute,0,race,Charles Hamilton Houston Institute for Race and Justice,10,bucket_match:race
99,166027,crawl,"Committee on Ethnicity, Migration, Rights",committee_admin,0,ethnic,"Committee on Ethnicity, Migration, Rights",10,bucket_match:ethnic
99,166027,crawl,Harvard University Center for African Studies,center_institute,0,african,Harvard University Center for African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
99,166027,crawl,Hutchins Center for African and African American Research,center_institute,0,black,Hutchins Center for African and African American Research,10,bucket_match:black
99,166027,crawl,Middle East and North Africa Research Center,center_institute,0,mena,Middle East and North Africa Research Center,10,bucket_match:mena
99,166027,cv,"African Languages, Literatures, and Linguistics",other_nonprogram,0,african,"African Languages, Literatures, and Linguistics",10,bucket_match:african
99,166027,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
99,166027,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
100,212911,crawl,African and Africana Studies,program,1,africana,Africana Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:africana
101,191630,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
101,191630,crawl,Africana Studies Faculty Directory,junk,0,africana,Africana Studies Faculty Directory,30,anchor_phrase|bucket_match:africana
101,191630,crawl,Africana Studies News,junk,0,africana,Africana Studies News,30,anchor_phrase|bucket_match:africana
101,191630,crawl,"Minor Africana Studies Africa, Diaspora, undecided",program,1,africana,"Minor Africana Studies Africa, Diaspora, undecided",90,strong_token|anchor_phrase|bucket_match:africana
101,191630,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
102,131520,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
102,131520,crawl,African Studies (B.A.),program,1,african,African Studies,70,degree_token|anchor_phrase|bucket_match:african
102,131520,crawl,"African Studies (MA, PhD)",program,1,african,African Studies,70,degree_token|anchor_phrase|bucket_match:african
102,131520,crawl,African Studies (Ph.D.),program,1,african,African Studies,70,degree_token|anchor_phrase|bucket_match:african
102,131520,crawl,Afro American Studies (B.A.),maybe_program,0,black,Afro American Studies,50,degree_token|bucket_match:black
102,131520,crawl,Afro-American Studies,program,1,black,Afro-American Studies,70,bare_studies_name|bucket_match:black
102,131520,crawl,Highest number of black communications graduates,other_nonprogram,0,,,0,
102,131520,crawl,Howard University is the leading producer of African American students,other_nonprogram,0,black,Howard University is the leading producer of African American students,10,bucket_match:black
102,131520,crawl,Most black bachelor's degree graduates in communications and journalism.,maybe_program,0,other,Most black bachelor's degree graduates in communications and journalism.,60,strong_token
102,131520,crawl,The most black students earning professional doctorates according to Diverse Issues in Higher Education .,other_nonprogram,0,,,0,sentence_like
102,131520,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
102,131520,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
104,151324,crawl,African and African American Studies (BA),program,1,black,African and African American Studies,100,degree_token|anchor_phrase|compound_anchor|bucket_match:black
104,151324,crawl,African and African American Studies (Minor),program,1,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
104,151324,crawl,Career Possibilities for African and African American Studies Majors,program,1,black,African and African American Studies,70,anchor_phrase|compound_anchor|bucket_match:black
104,151324,crawl,Why Earn a Bachelor's Degree in African and African American Studies at Indiana State?,other_nonprogram,0,black,African and African American Studies,30,strong_token|anchor_phrase|bucket_match:black|story_marker
104,151324,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
106,151351,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
106,151351,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
107,151388,crawl,ENG-L 369 Studies in American and British Authors (TOPIC: Early Black American Writing) (3 cr),course,0,black,ENG-L 369 Studies in American and British Authors (TOPIC: Early Black American Writing),0,bucket_match:black|sentence_like
107,151388,crawl,ENG-L 370 Black American Writing,course,0,black,ENG-L 370 Black American Writing,10,bucket_match:black
107,151388,crawl,ENG-L 374 Ethnic American Literature (3 cr),course,0,ethnic,ENG-L 374 Ethnic American Literature,10,bucket_match:ethnic
107,151388,crawl,"HIST-B 306 Modern European Race, Gender, and Identity (3 cr)",course,0,race,"HIST-B 306 Modern European Race, Gender, and Identity",10,bucket_match:race
107,151388,crawl,POLS-Y 206 Politics of American Ethnic Minorities,course,0,ethnic,POLS-Y 206 Politics of American Ethnic Minorities,10,bucket_match:ethnic
110,153603,crawl,African and African American Studies,program,1,black,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
110,153603,crawl,African and African American Studies Minor,program,1,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
111,191968,crawl,"Race, Power, and Resistance (B.A.)",maybe_program,0,race,"Race, Power, and Resistance",50,degree_token|bucket_match:race
115,155399,cv,Ethnic Studies,program,1,ethnic,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
116,486840,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
117,203517,crawl,African Studies -​ Minor,other_nonprogram,0,african,African Studies -​,30,strong_token|anchor_phrase|bucket_match:african|profile_dash
117,203517,crawl,Africana Studies -​ B.A.,other_nonprogram,0,africana,Africana Studies -​ B.A.,10,degree_token|anchor_phrase|bucket_match:africana|profile_dash
117,203517,crawl,Africana Studies -​ Minor,other_nonprogram,0,africana,Africana Studies -​,30,strong_token|anchor_phrase|bucket_match:africana|profile_dash
117,203517,crawl,Department of Africana Studies,department_unit,0,africana,Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
117,203517,crawl,"Race, Gender and Social Justice -​ Graduate Minor",other_nonprogram,0,race,"Race, Gender and Social Justice -​ Graduate",10,strong_token|bucket_match:race|profile_dash
118,203535,crawl,African Diaspora Studies,program,1,african,African Diaspora Studies,70,bare_studies_name|bucket_match:african
118,203535,crawl,African Diaspora Studies Faculty,junk,0,african,African Diaspora Studies Faculty,10,bucket_match:african
118,203535,crawl,African Diaspora Studies concentration,program,1,african,African Diaspora Studies concentration,70,strong_token|bucket_match:african
118,203535,crawl,Studying African Diaspora Studies at Kenyon,other_nonprogram,0,african,Studying African Diaspora Studies at Kenyon,0,bucket_match:african|story_marker
119,146427,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
120,213385,crawl,Africana Studies* (A.B.),other_nonprogram,0,africana,Africana Studies*,30,anchor_phrase|bucket_match:africana
120,213385,crawl,Celebrating Black History Month,junk,0,,,0,
120,213385,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
121,146481,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
121,146481,crawl,What Can You Do With an African American Studies Major?,other_nonprogram,0,black,What Can You Do With an African American Studies Major?,10,strong_token|bucket_match:black|story_marker
121,146481,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
122,239017,crawl,Ethnic Studies,program,1,ethnic,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
122,239017,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
124,213543,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
124,213543,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
125,209056,crawl,Black History Month Events,junk,0,,,0,
125,209056,crawl,Ethnic Studies,program,1,ethnic,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
125,209056,crawl,Middle East and North African Studies,program,1,mena,Middle East and North Africa Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:mena
125,209056,crawl,Ray Warren Symposium on Race and Ethnic Studies,junk,0,race,Race and Ethnic Studies,70,anchor_phrase|compound_anchor|bucket_match:race
126,146612,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
126,146612,crawl,African American Studies (Minor),program,1,black,African American Studies,70,strong_token|bucket_match:black
126,146612,crawl,Ethnic and Cultural Studies,program,1,ethnic,Ethnic and Cultural Studies,70,bare_studies_name|bucket_match:ethnic
126,146612,crawl,Ethnic and Cultural Studies (Minor),program,1,ethnic,Ethnic and Cultural Studies,70,strong_token|bucket_match:ethnic
126,146612,crawl,Ethnic and Cultural Studies African American Studies * Ethnic and Cultural Studies * Latino Studies *,other_nonprogram,0,black,Ethnic and Cultural Studies African American Studies * Ethnic and Cultural Studies * Latino Studies *,0,bucket_match:black|sentence_like
127,159391,crawl,African and African American Studies,program,1,black,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
127,159391,crawl,International Studies: Africa,other_nonprogram,0,african,International Studies: Africa,10,bucket_match:african
127,159391,crawl,Race and Politics,other_nonprogram,0,race,Race and Politics,10,bucket_match:race
128,117946,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
128,117946,crawl,African American Studies (AFAM),other_nonprogram,0,black,African American Studies,10,bucket_match:black
128,117946,crawl,African American Studies B.A.,maybe_program,0,black,African American Studies B.A.,50,degree_token|bucket_match:black
128,117946,crawl,African American Studies Minor,program,1,black,African American Studies,70,strong_token|bucket_match:black
128,117946,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
129,146719,crawl,African Studies and the African Diaspora,program,1,african,African Studies,70,anchor_phrase|compound_anchor|bucket_match:african
129,146719,crawl,African Studies and the African Diaspora (BA),program,1,african,African Studies,100,degree_token|anchor_phrase|compound_anchor|bucket_match:african
129,146719,crawl,Race and Ethnicity Interdisciplinary,other_nonprogram,0,ethnic,Race and Ethnicity Interdisciplinary,10,bucket_match:ethnic
129,146719,crawl,Race and Ethnicity Interdisciplinary Minor,program,1,ethnic,Race and Ethnicity Interdisciplinary,70,strong_token|bucket_match:ethnic
129,146719,crawl,Race and Ethnicity,other_nonprogram,0,ethnic,Race and Ethnicity,10,bucket_match:ethnic
129,146719,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
130,153834,crawl,Africana Studies Minor,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
130,153834,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
131,173902,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
131,173902,crawl,Learn More About African Studies,junk,0,african,Learn More About African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
132,147013,crawl,Ethnic Studies,program,1,ethnic,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
132,147013,crawl,Ethnic Studies Program,program,1,ethnic,Ethnic Studies,90,strong_token|anchor_phrase|bucket_match:ethnic
133,140447,crawl,Embracing the Orange and Black,other_nonprogram,0,,,0,
133,140447,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
134,174020,crawl,Ethnic Studies,program,1,ethnic,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
134,174020,crawl,Ethnic Studies Minor,program,1,ethnic,Ethnic Studies,90,strong_token|anchor_phrase|bucket_match:ethnic
134,174020,crawl,"Ethnic, Gender, Historical, and Philosophical Studies",program,1,ethnic,"Ethnic, Gender, Historical, and Philosophical Studies",70,bare_studies_name|bucket_match:ethnic
135,127565,crawl,Africana Studies Degree,program,1,africana,Africana Studies Degree,90,strong_token|anchor_phrase|bucket_match:africana
135,127565,crawl,"Africana Studies Major, B.A.",program,1,africana,"Africana Studies Major, B.A.",100,strong_token|degree_token|anchor_phrase|bucket_match:africana
135,127565,crawl,Africana Studies Minor,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
135,127565,crawl,Africana Studies Minor Minor,program,1,africana,Africana Studies Minor,90,strong_token|anchor_phrase|bucket_match:africana
135,127565,crawl,Africana Studies Minor Requirements,other_nonprogram,0,africana,Africana Studies Minor Requirements,30,strong_token|anchor_phrase|bucket_match:africana|admin_marker
135,127565,crawl,Current Africana Studies Students,other_nonprogram,0,africana,Current Africana Studies Students,30,anchor_phrase|bucket_match:africana
135,127565,crawl,Department of Africana Studies,department_unit,0,africana,Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
135,127565,crawl,Explore Africana Studies Degree,program,1,africana,Explore Africana Studies Degree,90,strong_token|anchor_phrase|bucket_match:africana
136,204024,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
139,173920,crawl,Ethnic Studies,program,1,ethnic,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
139,173920,crawl,Ethnic Studies Program,program,1,ethnic,Ethnic Studies,90,strong_token|anchor_phrase|bucket_match:ethnic
139,173920,crawl,View Ethnic Studies Program,junk,0,ethnic,Ethnic Studies,90,strong_token|anchor_phrase|bucket_match:ethnic
142,140553,crawl,Black Men's Research Institude,course,0,,,0,course_like
142,140553,crawl,Black Men's Research Institute,center_institute,0,other,Black Men's Research Institute,0,course_like
142,140553,crawl,Center for Black Entrepreneurs,center_institute,0,other,Center for Black Entrepreneurs,0,
142,140553,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
143,166939,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
143,166939,crawl,Africana Studies Major Pathway/Minor,program,1,africana,Africana Studies Major Pathway/Minor,90,strong_token|anchor_phrase|bucket_match:africana
143,166939,crawl,Africana Studies Minor,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
143,166939,crawl,Africana Studies Pathway,other_nonprogram,0,africana,Africana Studies Pathway,30,anchor_phrase|bucket_match:africana
143,166939,crawl,Associate Professor of Latina/o Studies and Critical Race and Political Economy,other_nonprogram,0,race,Associate Professor of Latina/o Studies and Critical Race and Political Economy,10,bucket_match:race
143,166939,crawl,Associate Professor of Latinx Studies and Critical Race and Political Economy,other_nonprogram,0,race,Associate Professor of Latinx Studies and Critical Race and Political Economy,10,bucket_match:race
143,166939,crawl,Critical Race and Political Economy,other_nonprogram,0,race,Critical Race and Political Economy,10,bucket_match:race
143,166939,crawl,Department of Critical Race and Political Economy,department_unit,0,race,Critical Race and Political Economy,70,strong_token|bucket_match:race
143,166939,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
143,166939,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
144,214175,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
144,214175,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
144,214175,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
146,185129,crawl,African and African American Studies,program,1,black,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
146,185129,crawl,"African and African-American Studies, Minor",program,1,black,African and African-American Studies,70,strong_token|bucket_match:black
146,185129,crawl,African and African-American Studies,program,1,black,African and African-American Studies,70,bare_studies_name|bucket_match:black
146,185129,crawl,Ethnic and Immigration Studies,program,1,ethnic,Ethnic and Immigration Studies,70,bare_studies_name|bucket_match:ethnic
146,185129,crawl,"Gender, Africana, and Latin American Studies",program,1,africana,"Gender, Africana, and Latin American Studies",70,bare_studies_name|bucket_match:africana
147,193900,crawl,Black Capitalism and the Struggle for Freedom in America,other_nonprogram,0,,,0,
147,193900,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
147,193900,cv,Ethnic Studies,program,1,ethnic,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
147,193900,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
148,193973,crawl,Africana/Black Studies (Minor),program,1,black,Africana/Black Studies,90,strong_token|anchor_phrase|bucket_match:black
149,199193,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
151,147776,crawl,African Summer Institute (AFSI),center_institute,0,other,African Summer Institute,0,
151,147776,crawl,African and African American Studies,program,1,black,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
151,147776,crawl,"African and African American Studies, Minor",program,1,black,African and African American Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
151,147776,crawl,Black Student Success Committee,committee_admin,0,other,Black Student Success Committee,0,
151,147776,crawl,Genocide and Human Rights Research in Africa and the Diaspora (GHRAD) Center,center_institute,0,african,Genocide and Human Rights Research in Africa and the Diaspora (GHRAD) Center,0,bucket_match:african|course_like
153,105330,crawl,Unlocking the 'black box' of Grand Canyon's water supply,other_nonprogram,0,,,0,
155,147767,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
155,147767,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
155,147767,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
156,204501,crawl,African American Music Minor,program,1,black,African American Music,70,strong_token|bucket_match:black
156,204501,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
156,204501,crawl,Engaged Africana Studies,program,1,africana,Engaged Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
156,204501,crawl,Introduction to Africana Studies,course,0,africana,Introduction to Africana Studies,10,bare_studies_name|anchor_phrase|bucket_match:africana|course_like
156,204501,crawl,Middle East and North Africa Studies,program,1,mena,Middle East and North Africa Studies,70,bare_studies_name|bucket_match:mena
156,204501,crawl,More in Africana Studies,program,1,africana,More in Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
156,204501,crawl,Runners get positioned to start a race.,other_nonprogram,0,race,Runners get positioned to start a race.,10,bucket_match:race
156,204501,crawl,Upcoming Africana Studies Events,junk,0,africana,Upcoming Africana Studies Events,30,anchor_phrase|bucket_match:africana
156,204501,crawl,What does Africana Studies at Oberlin look like?,other_nonprogram,0,africana,What does Africana Studies at Oberlin look like?,0,anchor_phrase|bucket_match:africana|story_marker
156,204501,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
157,204796,crawl,"African American and African Studies, Department of",department_unit,0,black,"African American and African Studies, Department of",100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
157,204796,crawl,Blackburn House Building 1107 136 W Woodruff Ave,course,0,,,0,
157,204796,crawl,Blackwell Inn Building 254 2110 Tuttle Park Pl,course,0,,,0,
157,204796,crawl,Blackwell Inn and Conference Center,center_institute,0,other,Blackwell Inn and Conference Center,0,
157,204796,crawl,Center for African Studies,center_institute,0,african,Center for African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
157,204796,crawl,Comparative Ethnic and American Studies,program,1,ethnic,Comparative Ethnic and American Studies,70,bare_studies_name|bucket_match:ethnic
157,204796,crawl,"Conference Center, Blackwell Inn and",center_institute,0,other,"Conference Center, Blackwell Inn and",0,
157,204796,crawl,"Hotel, The Blackwell",other_nonprogram,0,,,0,
157,204796,crawl,Kirwan Institute for the Study of Race and Ethnicity,center_institute,0,ethnic,Kirwan Institute for the Study of Race and Ethnicity,10,bucket_match:ethnic
158,204857,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
158,204857,crawl,African Culture Through Music and Dance,other_nonprogram,0,,,0,
158,204857,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
158,204857,crawl,Six Sigma Black Belt,junk,0,,,0,
159,204909,crawl,A Look at Black World Studies,other_nonprogram,0,,,0,
159,204909,crawl,"Africana, Gender, and Identity Studies",program,1,africana,"Africana, Gender, and Identity Studies",70,bare_studies_name|bucket_match:africana
159,204909,crawl,"Africana, Gender, and Identity Studies Department",department_unit,0,africana,"Africana, Gender, and Identity Studies Department",70,strong_token|bucket_match:africana
159,204909,crawl,Black Women and Feminisms,other_nonprogram,0,,,0,
159,204909,crawl,Black World Studies,other_nonprogram,0,,,0,
159,204909,crawl,Black World Studies Major,maybe_program,0,other,Black World Studies,60,strong_token
159,204909,crawl,Black World Studies Major Minor,maybe_program,0,other,Black World Studies Major,60,strong_token
159,204909,crawl,Black World Studies Minor,maybe_program,0,other,Black World Studies,60,strong_token
159,204909,crawl,Code Red (And Black),other_nonprogram,0,,,0,
159,204909,crawl,Mapping Biodiversity in Africa,other_nonprogram,0,african,Mapping Biodiversity in Africa,10,bucket_match:african
159,204909,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
160,207388,crawl,African American Studies (AFAM),other_nonprogram,0,black,African American Studies,10,bucket_match:black
161,232982,crawl,African American and African Studies (B.A./B.S.),program,1,black,African American and African Studies,100,degree_token|anchor_phrase|compound_anchor|bucket_match:black
161,232982,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
162,209542,crawl,Ethnic Studies Graduate Minor,program,1,ethnic,Ethnic Studies Graduate,90,strong_token|anchor_phrase|bucket_match:ethnic
162,209542,crawl,Ethnic Studies Graduate Minor Minor College of Liberal Arts Graduate Corvallis MAIS,program,1,ethnic,Ethnic Studies Graduate Minor Minor College of Liberal Arts Graduate Corvallis MAIS,90,strong_token|anchor_phrase|bucket_match:ethnic
162,209542,crawl,Ethnic Studies Minor,program,1,ethnic,Ethnic Studies,90,strong_token|anchor_phrase|bucket_match:ethnic
162,209542,crawl,Ethnic Studies Minor Minor College of Liberal Arts Undergraduate Corvallis,program,1,ethnic,Ethnic Studies Minor Minor College of Liberal Arts Undergraduate Corvallis,90,strong_token|anchor_phrase|bucket_match:ethnic
162,209542,crawl,"Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS)",program,1,ethnic,Ethnic Studies Undergraduate,100,strong_token|degree_token|anchor_phrase|bucket_match:ethnic
162,209542,crawl,"Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS) Major College of Liberal Arts Undergraduate Corvallis BA, HBA BS, HBS",program,1,ethnic,"Ethnic Studies Undergraduate Major (BA, BS, HBA, HBS) Major College of Liberal Arts Undergraduate Corvallis BA, HBA BS, HBS",100,strong_token|degree_token|anchor_phrase|bucket_match:ethnic
162,209542,cv,Ethnic Studies,program,1,ethnic,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
165,209807,crawl,Black Studies,program,1,black,Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
165,209807,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
166,186131,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
166,186131,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
